kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY15,340432,1343854,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY16,340012,1350504,WT,2022,2,15,11:34,CL,4305,12,17,U,2.18,15.46,8.21,7.88,34.35,0.1,1,0.8,0.2,0.012,<0.005,0.031,<0.010,0.008,0.4,1,B,35.45,13.63,8.21,7.87,34.1,0.1,<1,1,0.2,0.011,0.008,0.021,<0.010,0.008,0.6,1.3
KIS,WY17,340012,1345950,WT,2022,2,10,12:20,UC,4105,10.5,12,U,2.34,15.43,8.27,7.69,34.27,0.1,-,-,-,-,-,-,-,-,-,-,B,65.22,13,8.27,7.8,33.74,0.1,-,-,-,-,-,-,-,-,-,-
KIS,WY18,340012,1345436,WT,2022,2,10,10:10,UC,3802,9.9,10,U,1.55,12.42,8.26,8.34,33.39,0.1,<1,1.1,0.16,0.014,0.012,0.017,<0.010,0.008,0.6,0.9,B,60.42,13.04,8.25,7.89,33.67,0.1,<1,0.9,0.16,0.014,0.012,0.017,<0.010,0.008,0.5,1.1
KIS,WY19,340012,1344922,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY20,340012,1344408,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY21,335552,1345950,WT,2022,2,15,10:08,CL,4305,10.4,17,U,2.2,16.35,8.2,7.62,34.48,0.1,1,1,0.22,0.011,<0.005,0.032,<0.010,0.006,0.3,0.7,B,56.7,15.98,8.2,7.34,34.44,0.1,1,1,0.2,0.01,<0.005,0.032,<0.010,0.007,0.3,1
KIS,WY22,335552,1345436,WT,2022,2,10,10:42,UC,4105,9.6,12,U,2.73,16.39,8.26,7.18,34.44,0.1,-,-,-,-,-,-,-,-,-,-,B,65.58,14,8.27,7.11,33.88,0.1,-,-,-,-,-,-,-,-,-,-
KIS,WY23,335552,1344922,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY24,335552,1344408,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY26,335132,1345950,WT,2022,2,15,10:41,CL,4305,11.1,23,U,2.9,16.89,8.24,7.55,34.52,0.1,-,-,-,-,-,-,-,-,-,-,B,52.01,16,8.23,7.28,34.5,0.1,-,-,-,-,-,-,-,-,-,-
KIS,WY27,335132,1345436,WT,2022,2,10,11:13,UC,4105,10.5,10,U,1.33,15.58,8.27,7.66,34.31,0.1,<1,1,0.18,0.013,<0.005,0.034,<0.010,0.006,0.4,0.9,B,60.08,13.74,8.27,7.67,33.87,0.1,1,0.8,0.16,0.013,0.008,0.022,<0.010,0.007,0.5,0.9
KIS,WY28,335132,1344922,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY35,340012,1343854,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY36,335132,1344408,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OSK,KB01,343642,1351532,WT,2022,2,26,09:48,UC,3106,6.5,4,U,2,8.49,8.28,11.08,31.1,0.9,<1,3.1,0.24,0.023,<0.005,0.011,0.01,<0.003,15.8,8.6,B,17,9.33,8.06,8.93,32.26,0.8,1,1.7,0.15,0.02,0.006,0.03,0.01,0.012,1.5,1.4
OSK,KB02,343222,1351532,WT,2022,2,26,11:49,UC,3505,8,4.5,U,2,8.75,8.25,10.9,31.73,0.6,-,-,-,-,-,-,-,-,-,-,B,17,9.29,8.08,9.06,32.26,2.5,-,-,-,-,-,-,-,-,-,-
OSK,KB03,342902,1351532,WT,2022,2,26,12:17,UC,3510,7.5,6,U,2,8.57,8.24,10.8,31.86,0.9,<1,2.7,0.14,0.015,<0.005,0.012,<0.010,<0.003,7.8,4.3,B,18,9,8.1,9.35,32.11,2.7,4,2.3,0.17,0.027,<0.005,0.019,0.01,0.005,16.4,10.1
OSK,KB05,343642,1351018,WT,2022,2,26,15:58,UC,3106,9.5,4.5,U,2,9.01,8.25,10.68,31.68,0.7,-,-,-,-,-,-,-,-,-,-,B,17,9.28,8.09,9.02,32.27,0.8,-,-,-,-,-,-,-,-,-,-
OSK,KB06,343222,1351018,WT,2022,2,26,13:16,UC,3805,8,8.5,U,2,9.35,8.09,9.2,32.2,0.5,<1,1.8,0.13,0.02,<0.005,0.028,0.01,0.013,1.4,1,B,40,9,8.09,8.96,32.29,0.5,<1,2,0.13,0.019,0.006,0.026,0.01,0.012,1.2,1.3
OSK,KB07,342902,1351018,WT,2022,2,26,12:51,UC,3106,8,4.5,U,2,9.02,8.24,10.71,31.86,0.7,-,-,-,-,-,-,-,-,-,-,B,31,9.24,8.08,8.95,32.26,1.1,-,-,-,-,-,-,-,-,-,-
OSK,KB08,342342,1351018,WT,2022,2,28,10:35,UC,3510,8,6.5,U,2,8.8,8.16,10.08,31.95,0.5,1,2,0.14,0.019,<0.005,0.005,0.01,0.003,3.4,2.7,B,15,10,8.04,8.57,32.79,2.7,4,1.7,0.17,0.025,0.009,0.02,0.01,0.009,2.9,3.5
OSK,KB09,343642,1350504,WT,2022,2,26,15:30,UC,3703,9,8,U,2,9.45,8.1,9.15,32.26,0.6,<1,2.2,0.12,0.019,0.005,0.027,0.01,0.011,1.4,1.4,B,27,9,8.1,9.02,32.3,0.6,1,2.2,0.13,0.02,0.006,0.027,0.01,0.013,0.7,1.3
OSK,KB10,343222,1350504,WT,2022,2,26,13:44,UC,3805,8,9.5,U,2,9.14,8.09,9.21,32.2,0.5,-,-,-,-,-,-,-,-,-,-,B,42,9.24,8.07,9.05,32.27,0.6,-,-,-,-,-,-,-,-,-,-
OSK,KB11,342802,1350504,WT,2022,2,26,14:12,UC,3304,8.5,7,U,2,9.24,8.11,9.26,32.22,0.6,<1,2,0.15,0.021,<0.005,0.02,0.01,0.009,1.4,1.6,B,42,10,8.09,8.54,32.8,0.8,1,1.7,0.13,0.02,0.012,0.029,0.01,0.012,0.2,0.9
OSK,KB12,342342,1350504,WT,2022,2,28,11:04,UC,3304,8.5,8,U,2,9.55,8.11,9.3,32.36,0.6,-,-,-,-,-,-,-,-,-,-,B,36,10.39,8.07,8.66,32.81,4.7,-,-,-,-,-,-,-,-,-,-
OSK,KB13,341922,1350504,WT,2022,2,9,10:29,CL,3802,7.1,9,U,2.27,11.42,8.27,8.28,32.81,0.1,1,1.3,0.2,0.021,0.008,0.017,0.01,0.009,0.3,0.5,B,52.96,12.23,8.25,7.77,33.12,0.1,1,1.2,0.16,0.018,0.012,0.018,0.02,0.013,0.2,0.5
OSK,KB14,342802,1345950,WT,2022,2,26,14:40,UC,3703,9,8,U,2,9.39,8.11,9.25,32.31,0.5,-,-,-,-,-,-,-,-,-,-,B,55,10.58,8.09,8.6,32.91,1,-,-,-,-,-,-,-,-,-,-
OSK,KB15,342342,1345950,WT,2022,2,9,11:08,CL,3802,7.2,11,U,2.12,9.96,8.26,8.71,32.2,0.1,1,1.7,0.18,0.018,<0.005,0.009,0.01,0.01,0.5,0.7,B,42.69,12,8.23,8,33.06,0.1,1,1,0.16,0.017,0.011,0.018,0.01,0.009,0.3,0.6
OSK,KB16,341922,1345950,WT,2022,2,9,13:45,CL,3802,9.8,10,U,1.61,11.49,8.25,8.38,32.83,0.1,-,-,-,-,-,-,-,-,-,-,B,64.96,11.82,8.25,7.9,32.97,0.1,-,-,-,-,-,-,-,-,-,-
OSK,KB54,344012,1352046,WT,2022,2,26,10:21,UC,3703,8,2.5,U,2,8.54,8.32,11.79,28.96,1.3,2,4,0.45,0.035,0.011,0.165,0.02,<0.003,40.8,17.7,B,12,9,8.12,9.32,31.64,1.6,2,2.6,0.24,0.025,<0.005,0.018,0.02,0.004,29.3,12.7
OSK,KB55,343642,1352046,WT,2022,2,26,10:52,UC,3106,7.5,3,U,2,8.41,8.29,11.31,30.36,1.5,-,-,-,-,-,-,-,-,-,-,B,16,9.28,8.03,8.56,32.21,3.8,-,-,-,-,-,-,-,-,-,-
OSK,KB56,343222,1352046,WT,2022,2,26,11:20,UC,3505,7,4.5,U,2,8.19,8.34,11.65,30.64,0.7,1,3.3,0.26,0.018,0.005,0.049,0.01,<0.003,13.2,9,B,14,9,8.11,9.38,31.94,2,3,2.8,0.22,0.029,<0.005,0.009,0.02,0.003,31.9,15.6
OSK,KB57,344012,1351532,WT,2022,2,26,09:23,UC,3510,6,3.5,U,2,8.21,8.29,11.31,29.97,1.1,-,-,-,-,-,-,-,-,-,-,B,14,9,8.03,8.52,32.04,2,-,-,-,-,-,-,-,-,-,-
OSK,KB58,342342,1345436,WT,2022,2,9,11:35,CL,3802,8.7,12,U,2.57,9.9,8.25,8.77,32.15,0.1,-,-,-,-,-,-,-,-,-,-,B,32.38,10.93,8.24,8.43,32.56,0.1,-,-,-,-,-,-,-,-,-,-
OSK,KB59,341922,1345556,WT,2022,2,9,11:58,CL,3802,10,11,U,2.28,10.16,8.26,8.67,32.23,0.1,1,1.6,0.22,0.02,0.005,0.009,0.03,0.012,0.5,0.7,B,38.72,12,8.25,8.07,32.97,0.1,1,1.1,0.2,0.019,0.011,0.018,0.01,0.01,0.3,0.5
HAR,KB17,343642,1345436,WT,2022,2,24,10:20,UC,3304,3.5,6.5,U,2,8.36,8.08,9.32,32,0.7,1,2,0.19,0.027,<0.005,0.009,0.01,0.011,1.3,1,B,42,8,8.07,9.26,31.98,1,1,2.4,0.15,0.021,<0.005,0.008,0.01,0.009,1.4,1.3
HAR,KB18,343642,1344922,WT,2022,2,21,16:37,UC,3304,9.5,7,U,2,8.5,8.1,9.39,31.93,0.9,-,-,-,-,-,-,-,-,-,-,B,25,8.66,8.09,9.3,31.98,1.8,-,-,-,-,-,-,-,-,-,-
HAR,KB19,343222,1344922,WT,2022,2,25,15:47,UC,3703,12,7.5,U,2,8.69,8.09,9.45,31.95,0.6,1,1.9,0.13,0.019,<0.005,0.008,<0.010,0.009,1.9,1.1,B,37,8.38,8.09,9.35,31.96,0.5,<1,2.4,0.12,0.019,<0.005,0.01,0.01,0.011,1.5,1.2
HAR,KB20,344452,1344408,WT,2022,2,24,11:43,UC,3505,5.5,4.5,U,2,7.77,8.09,9.87,31.57,0.8,1,2.6,0.14,0.022,<0.005,<0.005,0.01,0.006,4.3,1.9,B,10,8,8.06,9.62,31.67,1.1,1,2.4,0.12,0.023,<0.005,<0.005,<0.010,0.008,2.9,1.6
HAR,KB21,344102,1344408,WT,2022,2,21,16:07,UC,3505,9,7,U,2,8.22,8.11,9.62,31.78,0.8,-,-,-,-,-,-,-,-,-,-,B,20,8,8.1,9.53,31.81,0.7,-,-,-,-,-,-,-,-,-,-
HAR,KB22,343642,1344408,WT,2022,2,24,16:07,UC,3510,9,7,U,2,8.3,8.1,9.55,31.93,0.5,<1,1.9,0.15,0.029,<0.005,<0.005,0.01,0.013,1.2,0.9,B,25,8.21,8.09,9.41,31.95,0.6,<1,2.1,0.11,0.02,<0.005,0.006,<0.010,0.011,1.2,1.2
HAR,KB23,343222,1344408,WT,2022,2,25,11:07,UC,3304,3.5,6,U,2,8.7,8.07,9.29,32.02,0.7,-,-,-,-,-,-,-,-,-,-,B,28,9,8.06,9.21,32.03,0.7,-,-,-,-,-,-,-,-,-,-
HAR,KB24,342802,1344408,WT,2022,2,25,15:09,UC,3304,12,7.5,U,2,8.76,8.09,9.48,31.95,0.5,<1,2.2,0.13,0.021,<0.005,0.009,<0.010,0.01,1.5,1.2,B,30,8,8.09,9.29,31.97,1.9,2,2.3,0.13,0.023,<0.005,0.011,0.01,0.01,1.2,1.8
HAR,KB25,342342,1344408,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB26,344452,1343854,WT,2022,2,21,15:37,UC,3304,8,5,U,2,8.02,8.12,9.71,31.64,0.9,-,-,-,-,-,-,-,-,-,-,B,13,7.94,8.1,9.55,31.7,2,-,-,-,-,-,-,-,-,-,-
HAR,KB27,344102,1343854,WT,2022,2,24,12:22,UC,3304,6,6.5,U,2,7.96,8.11,9.69,31.74,0.5,<1,2.3,0.11,0.02,<0.005,<0.005,<0.010,0.008,2.3,1.3,B,23,8.11,8.09,9.42,31.88,2,2,2.3,0.11,0.022,<0.005,<0.005,<0.010,0.01,1.3,1.4
HAR,KB28,343642,1343854,WT,2022,2,24,15:40,UC,3510,8,8,U,2,8.39,8.1,9.51,31.91,0.5,-,-,-,-,-,-,-,-,-,-,B,33,8,8.08,9.25,32.04,0.6,-,-,-,-,-,-,-,-,-,-
HAR,KB29,343222,1343854,WT,2022,2,25,11:37,UC,3304,5,6.5,U,2,8.39,8.07,9.41,32.03,0.7,<1,2,0.11,0.021,<0.005,<0.005,0.01,0.012,1,1.2,B,26,8.27,8.06,9.35,32.03,0.9,<1,2.2,0.1,0.021,<0.005,<0.005,0.02,0.015,0.6,1.1
HAR,KB30,342802,1343854,WT,2022,2,25,14:42,UC,3304,10.5,8,U,2,8.64,8.08,9.49,32.03,0.5,-,-,-,-,-,-,-,-,-,-,B,29,8.33,8.08,9.34,32.07,2.6,-,-,-,-,-,-,-,-,-,-
HAR,KB31,342342,1343854,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB32,341922,1343854,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB33,344452,1343340,WT,2022,2,24,13:00,UC,3304,6,5,U,2,7.58,8.08,9.73,31.48,0.9,1,2.8,0.14,0.025,<0.005,<0.005,<0.010,0.006,3.2,1.7,B,11,8,8.06,9.44,31.79,1.6,1,2.3,0.11,0.023,<0.005,<0.005,<0.010,0.011,2.3,1.8
HAR,KB34,344102,1343340,WT,2022,2,21,14:59,UC,3510,8,7,U,2,8.31,8.1,9.45,31.89,0.5,-,-,-,-,-,-,-,-,-,-,B,28,8,8.09,9.3,31.96,0.6,-,-,-,-,-,-,-,-,-,-
HAR,KB35,343642,1343340,WT,2022,2,24,15:11,UC,3805,7,10,U,2,8.56,8.09,9.37,32.01,0.4,<1,2.1,0.12,0.023,<0.005,<0.005,0.01,0.012,0.9,0.9,B,37,8.42,8.08,9.19,32.03,1.8,2,2,0.15,0.028,<0.005,0.005,0.01,0.012,0.4,1
HAR,KB36,343222,1343340,WT,2022,2,25,12:08,UC,3805,5,10,U,2,8.54,8.08,9.32,32.08,0.4,-,-,-,-,-,-,-,-,-,-,B,38,9,8.07,9.13,32.11,0.8,-,-,-,-,-,-,-,-,-,-
HAR,KB37,342802,1343340,WT,2022,2,25,14:15,UC,3805,9,9.5,U,2,8.5,8.08,9.42,32.05,0.5,<1,1.9,0.12,0.023,<0.005,<0.005,0.01,0.015,0.9,0.8,B,39,8,8.08,9.31,32.07,0.6,<1,1.7,0.11,0.021,<0.005,0.005,0.01,0.013,0.6,0.8
HAR,KB38,342342,1343340,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB39,341922,1343340,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB40,341502,1343340,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB41,344422,1342826,WT,2022,2,21,14:27,UC,3304,7,4.5,U,2,7.58,8.12,9.78,31.55,1.1,-,-,-,-,-,-,-,-,-,-,B,10,7.66,8.11,9.69,31.62,1,-,-,-,-,-,-,-,-,-,-
HAR,KB42,344102,1342826,WT,2022,2,24,13:40,UC,3304,5.5,6,U,2,7.81,8.11,9.7,31.69,0.7,1,2.1,0.12,0.021,<0.005,<0.005,<0.010,0.007,1.5,1,B,28,8.02,8.08,9.39,31.84,0.6,<1,2,0.1,0.02,<0.005,<0.005,0.01,0.01,1.5,1.1
HAR,KB43,343712,1342826,WT,2022,2,21,13:21,UC,3304,6,8,U,2,8.57,8.08,9.3,32,0.6,-,-,-,-,-,-,-,-,-,-,B,35,8.54,8.08,9.22,32.02,0.7,-,-,-,-,-,-,-,-,-,-
HAR,KB44,343222,1342826,WT,2022,2,25,12:40,UC,3805,6,11,U,2,8.65,8.09,9.37,32.12,0.4,1,2.1,0.11,0.021,<0.005,0.006,0.02,0.014,1,1.2,B,39,8.62,8.07,9.16,32.14,0.6,<1,1.8,0.1,0.021,<0.005,0.008,0.01,0.013,0.4,0.7
HAR,KB45,342802,1342826,WT,2022,2,25,13:47,UC,3510,8,9,U,2,8.38,8.08,9.44,32.02,0.4,-,-,-,-,-,-,-,-,-,-,B,39,8.74,8.08,9.08,32.17,0.9,-,-,-,-,-,-,-,-,-,-
HAR,KB46,342342,1342826,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB47,341922,1342826,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB48,341502,1342826,WT,-,-,-,00:00,-,-,-,-,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAR,KB49,344102,1342312,WT,2022,2,21,13:56,UC,3505,6.5,4.5,U,2,7.63,8.1,9.66,31.57,1,-,-,-,-,-,-,-,-,-,-,B,12,8,8.1,9.66,31.58,1.2,-,-,-,-,-,-,-,-,-,-
HAR,KB50,343642,1342312,WT,2022,2,24,14:18,UC,3805,5.5,7.5,U,2,8.01,8.11,9.58,31.81,0.6,1,2.1,0.12,0.022,<0.005,<0.005,<0.010,0.009,1.5,0.9,B,32,8,8.08,9.19,32.03,1,1,1.8,0.12,0.022,<0.005,0.005,0.01,0.012,0.6,0.9
HAR,KB51,343222,1342312,WT,2022,2,21,12:42,UC,3304,5,8.5,U,2,8.76,8.06,9.17,32,0.5,-,-,-,-,-,-,-,-,-,-,B,29,9,8.05,9.02,32.14,0.6,-,-,-,-,-,-,-,-,-,-
HAR,KB52,342802,1342312,WT,2022,2,25,13:20,UC,3304,7.5,8,U,2,8.7,8.09,9.29,32.17,0.7,2,1.7,0.11,0.021,<0.005,0.007,0.01,0.011,0.9,0.8,B,30,9,8.08,9.2,32.18,0.8,<1,1.5,0.11,0.021,<0.005,0.009,0.01,0.015,0.7,0.4
HAR,KB60,344102,1344922,WT,2022,2,24,11:05,UC,3106,4.5,5,U,2,7.61,8.1,9.77,31.54,1.1,2,1.9,0.13,0.024,<0.005,<0.005,0.01,0.008,4,1.8,B,13,7.57,8.09,9.7,31.67,0.7,1,2,0.14,0.025,<0.005,<0.005,0.01,0.009,3.9,1.9
BS1,SD01,342445,1332539,WT,2022,2,24,11:10,UC,3703,4,4.4,U,2,8.11,8.12,9.38,31.99,2,-,-,-,-,-,-,-,-,-,-,B,6,8.03,8.12,9.35,32.06,2.4,-,-,-,-,-,-,-,-,-,-
BS1,SD02,342552,1332951,WT,2022,2,24,10:43,CL,3703,4,5.2,U,2,8.08,8.11,9.18,32.16,2.3,3,2,0.08,0.026,<0.005,<0.005,0.03,0.013,4.2,2.5,B,10,8,8.1,9.19,32.16,1.4,3,2,0.07,0.025,<0.005,<0.005,0.02,0.013,4.3,2.5
BS1,SD03,342132,1332951,WT,2022,2,28,09:38,CL,3805,7,6.6,U,2,8.44,8.07,8.77,32.35,1.7,-,-,-,-,-,-,-,-,-,-,B,21.9,8.47,8.06,8.67,32.37,1.2,-,-,-,-,-,-,-,-,-,-
BS1,SD04,342552,1333505,WT,2022,2,24,10:12,CL,3703,4,3.5,U,2,7.95,8.13,9.37,32.14,2.5,-,-,-,-,-,-,-,-,-,-,B,8,7.86,8.13,9.37,32.13,2.6,-,-,-,-,-,-,-,-,-,-
BS1,SD05,342203,1333509,WT,2022,2,28,09:04,CL,3805,7,6.3,U,2,8.48,8.06,8.65,32.35,1.5,2,2.5,0.07,0.024,<0.005,<0.005,0.02,0.012,2,2.3,B,24,8,8.05,8.58,32.36,1.9,3,1.4,0.05,0.024,<0.005,<0.005,0.01,0.013,2,2.3
BS1,SD06,341712,1333505,WT,2022,2,18,08:56,CL,3805,4,7.2,U,2,8.77,8.14,8.66,32.28,1.6,-,-,-,-,-,-,-,-,-,-,B,20.1,8.88,8.12,8.65,32.3,2.1,-,-,-,-,-,-,-,-,-,-
BS1,SD07,343012,1333955,WT,2022,2,24,09:39,CL,3304,4,3.3,U,2,7.34,8.16,9.72,31.61,4.4,-,-,-,-,-,-,-,-,-,-,B,5,7,8.15,9.61,31.68,5.5,-,-,-,-,-,-,-,-,-,-
BS1,SD08,342552,1334019,WT,2022,2,24,09:13,CL,3805,3,5,U,2,7.84,8.09,9.13,32.21,1.1,3,1.6,0.07,0.024,<0.005,<0.005,0.02,0.013,2.5,1.9,B,5,7.82,8.09,9.13,32.18,1.1,3,1.9,0.05,0.025,<0.005,<0.005,<0.010,0.012,2.4,1.6
BS1,SD09,342132,1334019,WT,2022,2,28,08:34,CL,3703,7,6.2,U,2,8.3,8.06,8.81,32.25,2.3,-,-,-,-,-,-,-,-,-,-,B,15,8.3,8.05,8.83,32.25,1.4,-,-,-,-,-,-,-,-,-,-
BS1,SD10,341712,1334019,WT,2022,2,28,14:30,CL,3703,11,5.3,U,2,8.9,8.1,8.8,32.36,1.1,3,2.4,0.06,0.024,<0.005,<0.005,<0.010,0.012,1.6,1.9,B,12.9,9,8.09,8.75,32.38,1.2,2,2.3,0.06,0.022,<0.005,<0.005,<0.010,0.012,1.6,2.3
BS1,SD11,342552,1334532,WT,2022,2,24,08:42,CL,3703,3,6.4,U,2,7.58,8.11,9.16,31.95,2,-,-,-,-,-,-,-,-,-,-,B,14,8,8.1,9.14,31.95,2.2,-,-,-,-,-,-,-,-,-,-
BS2,SD14,342550,1335554,WT,2022,2,22,08:20,UC,3703,6,4.5,U,2,7.97,8.1,9.06,32.03,1.6,3,2.2,0.08,0.025,<0.005,<0.005,0.01,0.014,3.2,2.5,B,33.8,7.97,8.09,9.05,32.03,2.5,3,2.4,0.07,0.026,<0.005,<0.005,0.02,0.015,3.2,2.1
